Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
55,25,Rural,Gold,12,4.46,Evening,Economy,105,416.16400054
53,31,Urban,Regular,47,3.91,Evening,Premium,125,395.35529906
29,43,Urban,Silver,21,4.43,Morning,Premium,79,392.83222953
36,31,Urban,Gold,12,3.66,Afternoon,Economy,56,48.71375915
38,1,Suburban,Silver,65,4.7,Afternoon,Economy,44,265.93151008
72,24,Urban,Silver,77,4.28,Morning,Economy,44,108.19323193
100,40,Urban,Gold,0,4.55,Morning,Premium,127,545.40506368
66,63,Suburban,Regular,83,3.84,Evening,Economy,129,380.86137423
79,26,Urban,Regular,93,4.22,Afternoon,Economy,116,403.96608369
81,26,Urban,Regular,100,4.5,Afternoon,Economy,162,498.15021285
22,24,Urban,Silver,0,4.47,Morning,Premium,167,579.03184505
88,32,Suburban,Silver,91,4.38,Evening,Premium,180,608.65346584
66,12,Rural,Gold,56,3.97,Afternoon,Premium,180,678.28460905
86,45,Suburban,Silver,42,4.23,Night,Economy,80,407.89753114
36,32,Suburban,Silver,100,4.12,Evening,Economy,88,321.78376378
67,71,Rural,Gold,47,3.59,Night,Economy,51,159.72964623
77,26,Urban,Gold,50,3.96,Afternoon,Premium,35,222.67377792
58,43,Suburban,Gold,0,4.1,Evening,Premium,44,147.83684456
33,19,Suburban,Silver,0,4.02,Evening,Economy,150,402.63877271
19,33,Suburban,Silver,53,4.23,Night,Premium,102,326.82111585
77,38,Urban,Gold,100,4.4,Evening,Economy,98,403.9315414
74,62,Suburban,Gold,82,4.25,Evening,Premium,67,315.558131
44,20,Suburban,Gold,78,4.07,Evening,Premium,140,625.87912624
80,19,Suburban,Regular,8,4.63,Afternoon,Premium,1,78.98740773
47,28,Urban,Gold,67,3.77,Morning,Economy,66,234.14555866
37,1,Suburban,Gold,83,3.92,Afternoon,Economy,110,356.89367078
70,43,Suburban,Silver,62,3.8,Afternoon,Economy,121,472.94856535
19,26,Suburban,Silver,0,4.47,Morning,Economy,71,209.20891008
65,36,Suburban,Silver,100,4.46,Afternoon,Economy,82,409.58574824
20,18,Suburban,Gold,62,4.43,Afternoon,Economy,51,86.53279946
33,25,Rural,Silver,9,5.0,Morning,Premium,125,473.14989824
51,39,Urban,Silver,100,3.94,Night,Premium,112,439.94288868
77,36,Rural,Regular,44,4.27,Evening,Economy,85,307.62651905
12,8,Suburban,Gold,71,4.48,Evening,Premium,91,304.37280541
78,43,Urban,Regular,33,4.12,Afternoon,Premium,117,529.71624317
88,31,Rural,Gold,25,4.51,Morning,Economy,59,177.59371698
66,22,Suburban,Silver,75,4.63,Evening,Economy,117,337.28020817
56,19,Suburban,Regular,11,4.58,Afternoon,Economy,153,442.11633371
60,38,Rural,Regular,100,4.95,Morning,Economy,96,313.32641465
26,7,Suburban,Regular,48,4.97,Night,Premium,131,450.39245418
59,5,Urban,Regular,51,4.48,Evening,Economy,91,318.96851224
68,48,Rural,Regular,50,3.96,Night,Premium,170,642.96483805
100,32,Rural,Gold,65,5.0,Evening,Economy,100,374.98234042
91,36,Suburban,Gold,24,3.77,Afternoon,Premium,166,701.95740324
56,22,Urban,Gold,48,4.21,Morning,Economy,84,344.00166177
37,38,Urban,Gold,100,4.63,Morning,Premium,72,264.10163494
68,14,Suburban,Regular,73,4.38,Afternoon,Premium,150,477.90744572
59,36,Rural,Gold,36,4.36,Evening,Economy,156,547.75024582
69,6,Suburban,Regular,23,4.45,Afternoon,Premium,140,563.44003952
36,47,Rural,Regular,4,4.6,Night,Economy,165,604.4003418
21,45,Suburban,Silver,72,3.78,Evening,Premium,9,60.49405205
69,21,Rural,Regular,22,4.62,Afternoon,Premium,73,440.64776073
49,18,Suburban,Gold,77,4.33,Night,Premium,77,342.764522
60,38,Suburban,Regular,52,4.59,Night,Premium,55,319.49814718
35,8,Urban,Silver,56,4.28,Afternoon,Economy,103,247.18749853
86,15,Urban,Regular,42,3.8,Evening,Economy,89,322.09371856
30,49,Suburban,Silver,31,4.53,Morning,Premium,88,397.22666901
80,22,Urban,Gold,29,3.68,Night,Economy,78,312.06057212
59,32,Suburban,Silver,64,4.48,Morning,Economy,109,410.52403492
55,2,Urban,Regular,23,5.0,Morning,Premium,67,273.46600242
64,37,Suburban,Gold,34,4.0,Evening,Economy,101,323.75346113
55,56,Urban,Regular,26,3.86,Morning,Premium,146,650.83163064
53,32,Rural,Silver,96,4.33,Afternoon,Premium,131,566.0592977
59,51,Rural,Gold,0,4.11,Evening,Economy,116,461.39394648
48,14,Urban,Gold,68,4.38,Night,Premium,180,594.86645465
68,69,Rural,Silver,100,3.98,Evening,Premium,12,142.59056108
91,26,Suburban,Silver,0,3.77,Night,Premium,110,484.53562158
100,9,Suburban,Regular,65,3.5,Afternoon,Premium,30,190.89867602
84,1,Suburban,Regular,24,3.75,Night,Economy,113,383.22345885
76,40,Suburban,Silver,75,4.32,Evening,Economy,139,501.47996446
11,49,Rural,Regular,13,4.66,Afternoon,Premium,107,372.26538314
57,1,Rural,Regular,79,4.5,Evening,Economy,22,143.95427305
44,37,Suburban,Gold,33,4.54,Evening,Economy,175,732.76477101
24,23,Rural,Gold,14,4.56,Night,Economy,25,124.32393643
85,48,Rural,Gold,48,3.97,Night,Economy,63,183.37549434
21,13,Suburban,Silver,28,3.5,Evening,Economy,158,512.70221569
41,40,Suburban,Silver,0,4.18,Morning,Economy,112,341.30900373
19,64,Rural,Silver,12,3.55,Evening,Premium,1,119.93362391
57,17,Urban,Regular,91,4.33,Morning,Economy,104,315.35409229
87,10,Rural,Regular,43,4.2,Evening,Economy,115,437.82191216
31,64,Suburban,Gold,68,5.0,Afternoon,Economy,147,555.9315339
48,29,Rural,Regular,22,4.79,Morning,Premium,154,671.16937377
79,24,Suburban,Silver,66,4.47,Evening,Premium,132,598.58800617
90,15,Rural,Regular,54,4.0,Morning,Economy,105,397.78093605
61,50,Urban,Silver,89,3.62,Evening,Premium,74,228.86520756
31,23,Rural,Silver,53,5.0,Night,Economy,131,509.55018944
53,24,Rural,Regular,43,4.2,Evening,Economy,99,242.86382229
50,17,Suburban,Silver,42,4.42,Morning,Premium,155,571.12872272
46,28,Urban,Silver,45,3.91,Night,Economy,143,584.50053631
29,34,Suburban,Regular,64,4.99,Morning,Economy,16,87.76458321
77,51,Urban,Gold,64,3.85,Morning,Premium,180,596.55364841
52,5,Suburban,Gold,15,4.08,Evening,Economy,103,363.86015767
17,19,Suburban,Silver,91,4.42,Morning,Economy,130,535.36686531
74,61,Urban,Regular,18,4.69,Night,Premium,19,119.04118264
100,29,Suburban,Gold,44,4.1,Evening,Economy,101,443.30836431
67,39,Rural,Gold,47,4.28,Afternoon,Premium,67,305.82515249
36,21,Rural,Gold,45,3.97,Morning,Economy,154,567.57282558
100,21,Suburban,Regular,53,4.22,Morning,Premium,78,388.8489965
60,43,Suburban,Gold,23,4.48,Afternoon,Economy,98,295.35193936
79,21,Suburban,Gold,53,4.91,Afternoon,Premium,1,44.25969122
51,40,Suburban,Silver,40,4.31,Morning,Economy,82,349.38475336
45,47,Urban,Silver,93,3.74,Evening,Economy,180,526.5182658
78,1,Urban,Gold,43,4.99,Evening,Economy,131,510.24684646
37,29,Urban,Gold,95,4.57,Evening,Economy,82,328.7261298
50,26,Rural,Regular,59,4.45,Night,Economy,145,541.06638287
58,38,Rural,Regular,40,5.0,Night,Premium,71,390.6473671
90,50,Urban,Silver,94,4.94,Night,Economy,107,366.21478684
27,18,Rural,Gold,100,3.8,Evening,Premium,141,459.97308045
86,45,Urban,Regular,38,4.18,Night,Economy,141,609.76913152
79,44,Rural,Silver,56,3.65,Morning,Economy,180,562.032092
74,30,Suburban,Regular,72,4.23,Evening,Economy,21,148.6891282
77,32,Urban,Regular,54,4.37,Morning,Economy,103,373.09757495
34,23,Suburban,Gold,40,3.5,Night,Premium,140,581.17082293
27,12,Suburban,Gold,38,4.21,Night,Economy,141,410.81888653
17,41,Rural,Silver,94,4.05,Morning,Premium,151,541.12246639
51,33,Suburban,Silver,91,4.74,Afternoon,Economy,59,265.00620062
68,33,Suburban,Silver,37,4.99,Afternoon,Premium,71,335.45613717
37,51,Urban,Silver,43,4.76,Night,Economy,151,489.25197837
74,15,Suburban,Regular,33,4.15,Evening,Economy,168,579.23610711
56,22,Urban,Regular,95,4.62,Evening,Economy,41,61.6287335
60,1,Rural,Silver,41,4.08,Morning,Economy,8,25.993449448411635
75,36,Rural,Gold,61,3.89,Afternoon,Premium,129,458.24165089
60,8,Suburban,Gold,84,3.9,Afternoon,Economy,118,307.42702205
32,30,Suburban,Silver,0,4.74,Night,Premium,83,329.98304055
97,1,Suburban,Gold,51,5.0,Evening,Economy,160,520.40480533
73,30,Suburban,Silver,1,4.21,Afternoon,Premium,135,606.83538265
34,31,Rural,Regular,97,4.55,Night,Economy,178,555.83555441
55,24,Urban,Regular,0,3.99,Evening,Economy,89,310.71251778
64,23,Urban,Silver,0,4.64,Evening,Economy,149,523.34755871
32,15,Rural,Regular,100,3.56,Afternoon,Premium,88,256.78658854
79,54,Suburban,Gold,32,4.77,Morning,Economy,180,456.15726747
34,8,Urban,Gold,12,4.79,Evening,Premium,167,569.53383682
100,60,Rural,Regular,7,3.98,Night,Premium,11,185.0871254
82,22,Urban,Gold,61,4.87,Evening,Premium,74,335.65796511
44,56,Rural,Gold,60,3.5,Afternoon,Premium,94,363.46854875
35,29,Rural,Gold,67,4.12,Morning,Premium,70,257.85399318
63,43,Urban,Silver,45,4.66,Night,Premium,94,412.32785046
27,6,Urban,Silver,100,4.21,Night,Economy,89,299.93594409
56,1,Urban,Gold,54,3.51,Morning,Economy,1,83.99732478
60,53,Rural,Gold,43,4.34,Night,Premium,95,389.97050439
69,56,Suburban,Regular,16,3.9,Morning,Economy,111,411.59001885
83,13,Urban,Gold,7,4.84,Night,Premium,34,127.46123715
80,61,Rural,Regular,100,3.5,Evening,Economy,98,276.39381522
83,1,Rural,Silver,7,4.25,Night,Economy,129,493.00623717
69,27,Rural,Gold,16,3.6,Morning,Economy,84,280.96894904
64,16,Urban,Gold,50,4.3,Night,Premium,132,534.41085283
44,25,Urban,Regular,97,3.77,Evening,Economy,128,431.53695224
13,52,Suburban,Gold,19,4.19,Night,Economy,1,25.993449448411635
64,1,Suburban,Silver,45,4.01,Night,Premium,64,258.4483275
31,32,Rural,Regular,62,4.02,Afternoon,Economy,142,520.85312175
63,1,Rural,Regular,57,4.31,Evening,Premium,82,236.79998271
7,11,Urban,Regular,89,4.58,Night,Premium,170,649.94070243
31,36,Urban,Regular,66,4.31,Morning,Premium,19,64.09216471
42,28,Urban,Silver,100,4.2,Night,Premium,41,25.993449448411635
100,30,Suburban,Silver,67,4.78,Evening,Premium,170,645.19774662
43,2,Urban,Silver,62,3.89,Afternoon,Premium,139,517.42196308
50,50,Urban,Regular,13,4.5,Night,Economy,75,253.74786258
62,12,Urban,Regular,61,4.12,Morning,Premium,72,286.5671045
79,45,Urban,Regular,25,5.0,Afternoon,Economy,180,669.27015177
43,25,Rural,Regular,45,3.9,Morning,Economy,85,418.1957953
14,45,Rural,Silver,60,3.81,Evening,Economy,21,35.76992927
23,62,Rural,Gold,67,4.21,Evening,Premium,177,563.63754875
52,24,Rural,Gold,55,4.16,Night,Economy,7,25.993449448411635
96,64,Rural,Gold,19,4.33,Night,Economy,62,151.81645227
36,40,Suburban,Silver,19,4.26,Night,Economy,22,67.24711994
79,32,Urban,Regular,15,4.22,Afternoon,Economy,180,519.91871454
48,5,Urban,Regular,67,4.84,Morning,Economy,88,397.13199277
56,17,Suburban,Gold,45,4.84,Morning,Economy,15,25.993449448411635
33,34,Suburban,Silver,59,4.27,Evening,Economy,143,490.55332345
69,22,Rural,Gold,17,4.21,Morning,Premium,143,481.03651463
74,35,Urban,Gold,31,4.31,Morning,Economy,42,61.80829315
20,34,Urban,Gold,87,4.46,Afternoon,Economy,180,672.15219911
40,6,Urban,Gold,40,3.53,Afternoon,Economy,8,25.993449448411635
57,18,Suburban,Silver,97,4.86,Afternoon,Premium,125,542.65529576
73,53,Rural,Regular,69,4.65,Night,Premium,178,774.12040161
100,17,Urban,Silver,36,4.12,Night,Economy,180,734.67810643
45,3,Urban,Regular,84,3.94,Evening,Economy,147,489.49403772
1,11,Urban,Gold,58,3.71,Evening,Economy,61,175.17916497
46,42,Urban,Gold,18,4.5,Night,Economy,120,370.41566606
68,17,Rural,Gold,51,5.0,Night,Economy,54,207.11915734
72,1,Rural,Gold,52,3.5,Evening,Premium,163,525.30960671
55,20,Suburban,Silver,28,4.23,Morning,Premium,141,637.88430395
35,38,Suburban,Gold,35,3.5,Night,Premium,179,636.02937963
69,13,Suburban,Gold,0,4.05,Evening,Economy,112,398.22535646
63,36,Suburban,Gold,54,4.06,Morning,Premium,85,375.56875999
66,33,Suburban,Silver,36,4.86,Afternoon,Economy,171,520.63598375
43,31,Suburban,Silver,35,4.33,Morning,Economy,59,80.80275835
80,10,Urban,Regular,72,4.59,Evening,Premium,133,561.33079846
65,5,Urban,Silver,100,4.02,Morning,Premium,102,461.7965709
58,49,Urban,Silver,38,4.37,Morning,Economy,155,696.32822027
85,40,Rural,Silver,61,4.34,Night,Premium,107,430.48173711
52,33,Suburban,Regular,81,5.0,Morning,Economy,124,362.50088235
81,34,Urban,Regular,62,4.2,Morning,Premium,34,190.15883629
47,41,Suburban,Silver,52,4.36,Afternoon,Premium,66,345.23465873
33,16,Suburban,Gold,62,4.76,Afternoon,Economy,83,404.15873092
60,46,Rural,Silver,59,3.95,Morning,Premium,135,569.39463836
12,21,Rural,Regular,35,3.59,Morning,Economy,87,247.26344754
68,23,Urban,Regular,72,4.08,Evening,Economy,86,213.10936181
85,58,Rural,Regular,54,4.53,Evening,Premium,177,623.25955777
100,40,Urban,Silver,49,4.11,Morning,Premium,127,487.50028464
85,14,Rural,Gold,43,4.32,Evening,Economy,83,341.79257195
100,37,Urban,Silver,68,4.02,Morning,Economy,130,400.05978595
67,20,Urban,Silver,46,4.19,Afternoon,Premium,61,160.77202163
93,27,Rural,Regular,91,3.72,Afternoon,Economy,152,608.41278992
65,33,Rural,Silver,27,4.56,Night,Economy,109,382.8803804
94,1,Rural,Gold,57,4.55,Night,Premium,141,515.52654363
9,19,Suburban,Regular,100,4.94,Afternoon,Premium,38,175.10796283
34,21,Urban,Silver,47,3.79,Afternoon,Economy,88,296.28920494
52,30,Suburban,Gold,13,5.0,Evening,Premium,20,102.00016463
81,1,Urban,Gold,71,4.07,Evening,Premium,40,152.66913256
78,1,Urban,Regular,18,3.5,Evening,Premium,29,161.04658978
38,30,Suburban,Gold,98,4.75,Night,Premium,174,611.55778162
27,49,Suburban,Regular,44,4.75,Night,Premium,172,622.00440663
57,32,Rural,Silver,45,4.05,Night,Economy,57,291.99935472
49,76,Suburban,Gold,45,3.79,Afternoon,Economy,133,465.75261677
51,24,Rural,Gold,37,3.5,Night,Economy,88,315.17575839
54,25,Suburban,Silver,45,3.65,Night,Premium,164,653.91234847
55,13,Urban,Silver,41,3.87,Night,Economy,180,604.74386884
83,54,Suburban,Regular,47,4.57,Morning,Economy,47,155.34571958
82,13,Suburban,Gold,62,4.38,Evening,Premium,65,289.56739224
50,29,Suburban,Silver,43,4.32,Night,Premium,22,186.6437146
51,1,Suburban,Gold,100,4.05,Night,Premium,155,620.49980865
79,53,Rural,Silver,55,4.24,Afternoon,Premium,110,473.2477295
67,42,Rural,Gold,77,4.56,Morning,Economy,45,132.73729393
82,23,Rural,Gold,28,4.5,Afternoon,Premium,169,575.53731855
72,24,Suburban,Silver,46,4.38,Afternoon,Economy,48,119.41667188
60,33,Rural,Regular,38,4.69,Night,Premium,54,244.54587689
65,66,Rural,Silver,100,3.72,Afternoon,Premium,120,554.28706171
15,18,Suburban,Regular,62,3.78,Night,Economy,18,106.74144545
45,34,Urban,Regular,35,4.61,Morning,Economy,63,260.62730335
95,3,Suburban,Gold,3,4.03,Evening,Premium,140,509.35962659
85,46,Suburban,Regular,69,4.12,Evening,Economy,19,28.44843999
54,50,Urban,Silver,65,3.92,Afternoon,Economy,122,449.17510168
34,11,Urban,Silver,85,4.0,Evening,Premium,180,794.62092529
76,21,Suburban,Silver,42,3.96,Afternoon,Economy,121,321.94785095
15,52,Urban,Regular,61,4.94,Night,Economy,116,442.95965594
72,31,Suburban,Gold,73,4.29,Night,Economy,128,477.21864763
62,1,Urban,Gold,23,4.4,Afternoon,Premium,83,407.83087986
54,48,Urban,Regular,86,3.59,Evening,Premium,111,428.08346345
85,20,Urban,Gold,3,3.89,Evening,Economy,135,363.43842463
82,6,Suburban,Silver,66,3.9,Afternoon,Premium,106,369.05759223
79,40,Rural,Gold,37,4.43,Evening,Economy,146,498.14730047
97,71,Suburban,Silver,43,3.91,Night,Premium,116,481.76180304
47,29,Suburban,Silver,73,4.46,Morning,Premium,45,282.2887261
48,24,Rural,Gold,90,3.52,Night,Premium,69,376.71267344
62,1,Urban,Regular,59,3.79,Afternoon,Premium,69,243.36584725
100,2,Urban,Gold,44,3.57,Evening,Economy,79,233.26093052
21,1,Suburban,Gold,31,4.22,Afternoon,Premium,99,319.95335594
48,10,Urban,Silver,9,3.78,Night,Economy,8,28.44628471
46,12,Suburban,Silver,33,4.15,Evening,Economy,156,519.88219867
72,11,Suburban,Regular,68,3.6,Afternoon,Economy,121,389.469337
33,22,Rural,Regular,64,3.55,Night,Economy,95,342.39935246
62,26,Rural,Regular,45,3.92,Afternoon,Economy,126,531.61347775
100,6,Suburban,Silver,43,4.92,Morning,Premium,84,228.28459983
31,25,Suburban,Silver,84,3.59,Afternoon,Economy,121,413.42913218
40,39,Suburban,Regular,71,4.13,Evening,Premium,123,522.39693176
63,46,Rural,Silver,62,4.42,Night,Economy,95,449.67235994
82,36,Rural,Regular,14,4.31,Morning,Premium,87,437.53078407
65,53,Rural,Silver,43,3.88,Night,Premium,138,672.56192835
83,1,Suburban,Gold,93,3.79,Night,Economy,142,543.24155705
83,1,Rural,Regular,63,4.25,Night,Economy,123,475.41404266
34,37,Suburban,Silver,0,4.71,Night,Economy,116,470.4184214
57,57,Urban,Gold,54,4.05,Morning,Economy,168,532.17042649
13,1,Suburban,Regular,74,4.38,Evening,Economy,119,334.74986707
73,22,Rural,Regular,40,4.22,Evening,Economy,41,62.35999877
100,18,Suburban,Silver,61,4.92,Morning,Economy,74,332.91259157
46,59,Urban,Regular,100,3.77,Afternoon,Premium,137,570.36825495
53,37,Suburban,Gold,6,4.7,Night,Economy,70,241.68049161
44,24,Rural,Silver,13,3.77,Afternoon,Premium,168,644.88176663
96,48,Rural,Regular,30,4.1,Afternoon,Economy,152,615.05986328
76,30,Urban,Silver,10,4.71,Morning,Economy,58,173.79831359
53,12,Urban,Regular,63,4.63,Morning,Economy,32,209.13629743
28,49,Urban,Regular,60,3.68,Morning,Premium,112,396.31015216
54,1,Urban,Silver,49,4.25,Night,Premium,3,38.4707061
35,22,Rural,Silver,46,4.72,Night,Premium,90,345.61281951
58,21,Rural,Regular,53,4.49,Evening,Economy,176,581.55902103
64,73,Rural,Regular,51,3.73,Afternoon,Premium,33,171.08349658
40,1,Suburban,Gold,27,4.13,Evening,Economy,18,25.993449448411635
51,7,Rural,Gold,54,4.45,Afternoon,Economy,106,419.27481487
84,43,Urban,Gold,86,4.14,Night,Economy,62,180.77843886
45,12,Suburban,Gold,63,3.73,Afternoon,Economy,73,223.06488854
98,33,Rural,Silver,24,4.3,Night,Economy,173,516.27205124
73,21,Rural,Gold,51,5.0,Evening,Economy,94,429.1373624
69,13,Suburban,Gold,0,4.28,Afternoon,Premium,118,350.64671147
72,29,Suburban,Regular,0,3.5,Afternoon,Premium,160,564.14342236
8,38,Rural,Regular,45,3.69,Afternoon,Premium,55,331.37823398
83,10,Rural,Silver,70,4.67,Night,Premium,75,291.71894383
88,4,Suburban,Silver,72,4.45,Morning,Economy,165,609.48489577
73,21,Suburban,Silver,0,4.41,Night,Premium,103,350.39938627
28,16,Urban,Silver,100,4.47,Morning,Premium,164,535.0715868
71,38,Rural,Regular,41,4.97,Afternoon,Economy,69,245.190576
36,29,Suburban,Regular,52,4.52,Evening,Premium,83,411.22929958
77,34,Suburban,Silver,43,4.13,Afternoon,Economy,157,466.6483065
75,26,Urban,Silver,70,4.16,Evening,Economy,180,611.64991777
52,16,Rural,Silver,22,4.43,Night,Premium,35,120.84299495
66,56,Rural,Gold,4,3.5,Morning,Premium,180,701.84395372
68,32,Urban,Gold,100,5.0,Morning,Economy,100,355.19874555
91,1,Suburban,Silver,56,4.12,Night,Premium,155,573.80289931
72,35,Rural,Gold,28,3.79,Night,Premium,91,314.46690617
37,1,Urban,Gold,54,4.24,Morning,Premium,122,540.64040512
19,35,Urban,Gold,100,4.0,Afternoon,Economy,180,712.3094377
93,52,Suburban,Gold,87,5.0,Night,Premium,180,647.74643795
29,30,Suburban,Regular,78,4.27,Morning,Premium,121,506.27456251
33,68,Suburban,Silver,19,4.39,Afternoon,Premium,67,275.46809883
50,1,Suburban,Gold,29,4.58,Afternoon,Economy,99,343.07091315
50,43,Suburban,Gold,56,4.0,Night,Economy,1,44.699021
23,21,Rural,Silver,68,4.22,Afternoon,Economy,180,638.99070633
62,7,Urban,Regular,100,4.38,Evening,Premium,131,386.87891052
31,56,Suburban,Regular,34,4.5,Evening,Premium,88,406.72593922
70,23,Rural,Regular,60,3.75,Afternoon,Economy,90,349.50088667
72,27,Rural,Regular,73,3.93,Afternoon,Economy,55,25.993449448411635
87,26,Suburban,Silver,56,3.5,Evening,Premium,156,646.55835912
71,76,Urban,Regular,82,3.99,Morning,Premium,91,419.30346597
76,40,Suburban,Silver,100,4.34,Night,Economy,125,461.09946197
25,49,Rural,Silver,74,4.7,Evening,Economy,76,236.13456171
41,11,Urban,Regular,0,4.54,Evening,Economy,78,230.22853851
57,9,Suburban,Silver,75,3.9,Afternoon,Economy,123,382.18248403
81,13,Suburban,Regular,82,4.07,Evening,Premium,127,419.99372036
59,19,Rural,Silver,29,4.63,Morning,Economy,112,313.64093979
54,7,Rural,Regular,56,4.1,Evening,Premium,73,207.0128021
74,21,Urban,Silver,23,4.15,Afternoon,Economy,25,109.41521747
15,51,Urban,Silver,95,4.83,Afternoon,Economy,108,369.26418866
36,28,Urban,Gold,87,4.6,Afternoon,Economy,79,304.63471763
65,1,Urban,Regular,42,3.83,Night,Premium,66,271.21336973
61,54,Urban,Regular,67,4.01,Morning,Premium,180,740.42212996
72,1,Rural,Regular,25,5.0,Afternoon,Economy,94,341.06594868
67,50,Urban,Silver,0,4.41,Night,Premium,28,172.43606015
70,25,Rural,Silver,72,4.8,Evening,Premium,92,348.55793305
47,77,Urban,Silver,11,3.76,Night,Premium,78,273.43991986
92,59,Urban,Gold,17,4.47,Evening,Premium,87,387.55531155
35,40,Suburban,Regular,45,4.54,Morning,Economy,131,417.33199202
55,26,Suburban,Gold,36,4.79,Afternoon,Premium,22,197.7746363
61,55,Suburban,Gold,0,4.81,Evening,Premium,131,343.50321549
75,30,Urban,Silver,40,4.08,Afternoon,Economy,129,413.01409384
38,38,Suburban,Gold,37,4.39,Afternoon,Premium,61,200.35583079
58,31,Urban,Regular,73,4.16,Night,Economy,42,79.36639935
85,14,Rural,Regular,93,4.54,Morning,Premium,146,651.90029611
60,34,Suburban,Regular,74,3.61,Evening,Economy,95,384.90689105
64,12,Rural,Regular,24,3.5,Afternoon,Economy,109,446.42470486
51,42,Suburban,Silver,69,4.38,Afternoon,Economy,104,438.04238555
60,27,Suburban,Silver,73,4.25,Evening,Economy,177,647.67227371
60,17,Urban,Silver,43,4.38,Morning,Economy,43,211.06786554
70,14,Urban,Silver,32,4.12,Morning,Economy,148,437.51859862
31,60,Suburban,Silver,8,4.73,Evening,Premium,98,402.97392102
57,6,Rural,Silver,13,4.48,Afternoon,Economy,19,90.0651028
64,33,Urban,Gold,53,4.05,Morning,Economy,83,140.07718713
79,5,Urban,Silver,69,4.19,Afternoon,Economy,150,573.32022591
76,36,Suburban,Gold,57,3.5,Night,Economy,140,475.13452557
93,21,Urban,Regular,77,5.0,Night,Premium,73,225.51443501
61,29,Suburban,Silver,33,4.14,Evening,Premium,110,574.33065185
30,19,Suburban,Silver,25,4.52,Evening,Premium,128,517.28218716
59,1,Urban,Silver,54,4.37,Night,Economy,72,232.53322992
22,34,Rural,Silver,73,4.24,Night,Economy,129,499.57789264
22,32,Suburban,Silver,36,4.34,Night,Economy,172,604.4735696
45,7,Rural,Gold,11,3.5,Afternoon,Economy,71,171.10388814
66,28,Urban,Regular,86,4.54,Morning,Premium,81,256.98321711
35,33,Urban,Regular,34,4.04,Morning,Economy,134,471.34928922
92,34,Suburban,Regular,84,4.57,Night,Economy,138,562.77269666
66,28,Suburban,Regular,70,4.53,Afternoon,Premium,134,531.21187322
90,14,Rural,Gold,38,4.22,Afternoon,Premium,138,477.76734348
100,42,Urban,Regular,31,4.78,Night,Premium,89,258.49027916
84,33,Rural,Silver,50,5.0,Morning,Premium,119,422.0963937
49,1,Suburban,Gold,0,3.9,Morning,Premium,1,70.91908441
35,18,Urban,Gold,100,4.02,Morning,Economy,107,461.2827892
38,40,Suburban,Gold,55,3.5,Morning,Premium,170,625.30958864
64,60,Suburban,Gold,73,4.22,Evening,Premium,80,325.06479372
50,31,Urban,Regular,10,4.39,Morning,Economy,120,419.73271101
36,3,Suburban,Regular,99,3.88,Evening,Premium,72,261.16185823
74,1,Suburban,Silver,34,4.16,Afternoon,Economy,156,596.8889143
72,29,Rural,Regular,44,5.0,Night,Economy,180,562.23288553
39,24,Urban,Gold,50,4.4,Night,Economy,87,359.7463137
47,34,Suburban,Regular,23,4.21,Afternoon,Economy,64,253.96413108
25,6,Rural,Regular,31,4.42,Evening,Economy,85,308.02397751
62,31,Suburban,Gold,83,4.41,Morning,Economy,126,452.82760364
50,25,Urban,Silver,76,3.5,Night,Economy,47,208.37422269
84,9,Urban,Regular,58,4.18,Night,Premium,56,215.28657463
60,57,Suburban,Gold,19,4.07,Afternoon,Premium,35,177.30379739
42,43,Rural,Silver,36,4.81,Afternoon,Economy,83,333.93699292
61,25,Urban,Silver,57,4.12,Morning,Premium,160,632.1259094
53,1,Suburban,Silver,59,4.99,Night,Premium,145,567.77037772
42,36,Urban,Silver,74,4.64,Afternoon,Premium,97,326.48109592
56,14,Suburban,Regular,15,4.86,Morning,Premium,105,469.40508518
28,40,Suburban,Gold,55,3.93,Evening,Premium,126,462.64406067
63,35,Urban,Regular,94,4.33,Evening,Economy,70,246.65913616
65,7,Rural,Regular,55,5.0,Afternoon,Economy,76,361.69522086
85,26,Suburban,Silver,77,3.59,Afternoon,Premium,1,49.43860019
64,46,Suburban,Gold,22,4.52,Evening,Economy,72,391.65931286
36,1,Rural,Silver,72,4.75,Evening,Premium,154,598.46330614
1,34,Suburban,Gold,46,4.2,Morning,Premium,67,323.52462269
34,59,Rural,Silver,0,4.38,Morning,Premium,95,475.15688573
67,6,Urban,Gold,100,4.85,Morning,Premium,134,449.45249319
89,1,Rural,Regular,62,5.0,Morning,Economy,115,389.08625588
62,79,Urban,Gold,93,3.57,Evening,Premium,112,380.02458322
40,1,Urban,Regular,75,4.76,Morning,Premium,1,145.79759243
66,26,Rural,Gold,15,3.76,Morning,Economy,180,585.3317509
3,50,Suburban,Regular,36,4.55,Evening,Economy,179,696.58699809
61,53,Urban,Silver,51,3.55,Evening,Economy,68,293.10964432
74,33,Urban,Gold,100,3.6,Afternoon,Economy,59,102.93784562
41,56,Urban,Silver,60,5.0,Evening,Economy,82,309.31192433
83,23,Urban,Gold,14,4.65,Afternoon,Economy,111,421.18698794
